pack,rpt,motion,flight,timestamp,flight_id,source_dir,status,active_mode,settle_seconds,raw_sample_count,analysis_sample_count,total_log_duration_s,active_duration_s,sample_rate_Hz,attitude_rmse_x_rad,attitude_mae_x_rad,attitude_max_abs_x_rad,attitude_rmse_y_rad,attitude_mae_y_rad,attitude_max_abs_y_rad,attitude_rmse_z_rad,attitude_mae_z_rad,attitude_max_abs_z_rad,attitude_rmse_norm,position_rmse_x_m,position_mae_x_m,position_max_abs_x_m,position_rmse_y_m,position_mae_y_m,position_max_abs_y_m,position_rmse_z_m,position_mae_z_m,position_max_abs_z_m,position_rmse_norm,omega_rmse_x_rad_s,omega_mae_x_rad_s,omega_max_abs_x_rad_s,omega_rmse_y_rad_s,omega_mae_y_rad_s,omega_max_abs_y_rad_s,omega_rmse_z_rad_s,omega_mae_z_rad_s,omega_max_abs_z_rad_s,omega_rmse_norm,velocity_rmse_x_m_s,velocity_mae_x_m_s,velocity_max_abs_x_m_s,velocity_rmse_y_m_s,velocity_mae_y_m_s,velocity_max_abs_y_m_s,velocity_rmse_z_m_s,velocity_mae_z_m_s,velocity_max_abs_z_m_s,velocity_rmse_norm,acceleration_rmse_x_m_s2,acceleration_mae_x_m_s2,acceleration_max_abs_x_m_s2,acceleration_rmse_y_m_s2,acceleration_mae_y_m_s2,acceleration_max_abs_y_m_s2,acceleration_rmse_z_m_s2,acceleration_mae_z_m_s2,acceleration_max_abs_z_m_s2,acceleration_rmse_norm,imu_acc_mean_x_m_s2,imu_acc_std_x_m_s2,imu_acc_rms_x_m_s2,imu_acc_max_abs_x_m_s2,imu_acc_mean_y_m_s2,imu_acc_std_y_m_s2,imu_acc_rms_y_m_s2,imu_acc_max_abs_y_m_s2,imu_acc_mean_z_m_s2,imu_acc_std_z_m_s2,imu_acc_rms_z_m_s2,imu_acc_max_abs_z_m_s2,imu_acc_magnitude_mean_m_s2,imu_acc_magnitude_max_m_s2,mean_speed_m_s,max_speed_m_s,distance_m,mean_cpu_usage_pct,mean_pwm,std_pwm,max_pwm,motor_imbalance_pwm,battery_sample_count,start_voltage_V,end_voltage_V,min_voltage_V,mean_voltage_V,voltage_drop_V,mean_current_A,max_current_A,mean_power_W,max_power_W,discharged_capacity_Ah,energy_Wh,consumed_Ah_sensor_delta,start_battery_temp_C,end_battery_temp_C,max_battery_temp_C,battery_temp_rise_C,mean_cell_imbalance_mV,max_cell_imbalance_mV
PB,0,V,1,2026-08-18 08:39:50,PB_0_V_1,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 08-39-50_PB_0_V_1,ok,3,3,255653,243819,1040.4098,987.16295,250.12506,0.041026209,0.029431531,1.145473,0.041843785,0.031900009,0.441224,0.010523553,0.007309461,0.525683,0.0595382,0.029638978,0.023913484,0.11148,0.030516513,0.023823601,0.135073,0.13365201,0.11243303,0.350058,0.140259,0.13322059,0.097514423,2.495369,0.13225745,0.098929485,1.607321,0.035586162,0.026425289,0.762342,0.19106578,0.093281266,0.074171202,0.842152,0.09484767,0.072970656,1.012325,0.35956588,0.31030704,0.936194,0.38338635,0.26535191,0.20258701,4.7996547,0.28099113,0.20626034,5.5834854,0.95152921,0.73398778,3.2220611,1.0270226,-0.17021966,0.2408721,0.29494762,1.498729,-0.07589969,0.16118432,0.17816046,1.131866,-9.6116186,2.7807141,10.005778,14.199306,9.617441,14.19948,1.0812021,2.2750883,1066.2569,25.953305,416.30778,77.00711,606,31.301404,9875,15.03,12.73,12.42,14.231674,2.3,14.501668,30.730001,204.45592,470.16898,3.9773804,56.076393,3.97608,29.35,36.450006,36.950006,7.100006,30.646684,285
PB,0,V,2,2026-08-18 09:40:14,PB_0_V_2,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 09-40-14_PB_0_V_2,ok,3,3,251737,236993,1069.6488,1004.2974,250.12506,0.038345536,0.029820673,0.252277,0.041335838,0.033478413,0.236288,0.0090883553,0.0072706302,0.054694,0.057110681,0.034467285,0.029167472,0.115868,0.033610119,0.026521062,0.186652,0.12671123,0.1054135,0.352505,0.13554841,0.12095068,0.090879319,0.819876,0.12575017,0.096878045,0.699231,0.035730605,0.026831106,0.159703,0.17809786,0.1062626,0.088890262,0.401198,0.10273337,0.081190097,0.578802,0.34268509,0.29385812,1.049508,0.37320096,0.28680071,0.22703115,1.5436144,0.28869318,0.22056635,1.9562248,0.93046893,0.71600079,3.2681729,1.0155643,-0.168107,0.23202321,0.28652179,1.33956,-0.099037793,0.15374246,0.18288037,0.988188,-9.6244621,2.8059588,10.025152,15.095032,9.6298698,15.103096,1.0984172,2.0929689,1101.7338,25.834978,412.96242,77.224008,628,36.937834,10044,15.5,12.7,12.46,14.387493,2.8,14.260433,32.262001,203.24038,506.70985,3.9782697,56.698812,3.980122,42.550012,47.249994,49.150018,4.699982,31.513341,269
PB,0,V,3,2026-08-18 10:44:36,PB_0_V_3,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 10-44-36_PB_0_V_3,ok,3,3,258363,248279,1061.4463,1015.1443,250.12506,0.037699429,0.028835672,0.214727,0.045350883,0.036347772,0.239874,0.0085409095,0.0067152264,0.039495,0.059589401,0.035168641,0.029995752,0.10195,0.031213211,0.02418295,0.143851,0.13025608,0.10829198,0.368588,0.13848373,0.12364994,0.093751038,0.899248,0.13636242,0.1038292,0.792218,0.033092139,0.024289989,0.190564,0.18702702,0.10850592,0.091484782,0.366336,0.095917578,0.07413283,0.442321,0.35081062,0.30061643,0.957467,0.37952841,0.28679384,0.23022341,1.2930534,0.27182274,0.2051104,1.3974181,0.93438558,0.71507714,3.3601424,1.0145022,-0.16455733,0.24479835,0.29496669,1.448535,-0.10841767,0.15972437,0.19304472,1.110406,-9.5991228,2.8014924,9.9995759,14.377065,9.6048664,14.422853,1.0977785,2.0864587,1113.8705,25.848164,413.97233,77.510673,618,34.207798,10151,15.469999,12.62,12.389999,14.331637,2.849999,14.105638,30.789001,200.19477,477.94089,3.9770746,56.445124,3.980056,38.450006,47.85,49.249994,9.399994,29.86957,228
PB,0,V,4,2026-08-18 11:46:11,PB_0_V_4,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 11-46-11_PB_0_V_4,ok,3,3,256486,243435,1067.8041,1008.9171,250.12506,0.033595651,0.02572646,0.240064,0.03511965,0.027428106,0.232313,0.007328471,0.005835215,0.032509,0.049150423,0.022228882,0.01815308,0.100551,0.026706695,0.020834498,0.108614,0.12864993,0.10695148,0.378511,0.1332598,0.11166599,0.085277991,0.627386,0.11474438,0.088021086,0.671147,0.029009979,0.021536663,0.154332,0.16271799,0.07043368,0.056645699,0.298465,0.082106071,0.063760746,0.40155,0.34824107,0.29870354,0.937494,0.36465621,0.20953322,0.16430238,1.1649244,0.23868251,0.18060385,1.3145253,0.9330343,0.71176495,3.2521014,0.98560972,-0.14431403,0.23530778,0.27603676,1.489907,-0.10250161,0.14908587,0.18092312,1.012809,-9.5945526,2.809367,9.9973988,13.71817,9.5995566,13.718256,1.0899974,2.0914344,1103.2973,25.847063,412.9623,77.171991,616,28.568004,10087,15.509999,12.95,12.44,14.352489,2.559999,14.192908,32.767002,201.75833,517.39096,3.9766109,56.529485,3.979069,38.450006,46.950006,47.85,8.5,32.329434,301
PB,0,V,5,2026-08-18 13:11:09,PB_0_V_5,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 13-11-09_PB_0_V_5,ok,3,3,260832,242943,1063.5908,985.75034,250.12506,0.029691194,0.022743079,0.188652,0.044703554,0.036400784,0.156443,0.0074556744,0.0059768947,0.027928,0.054180825,0.039271761,0.034026493,0.110809,0.023735007,0.017865535,0.126378,0.13081608,0.10974681,0.376192,0.13863069,0.10355813,0.078438387,0.699421,0.13067467,0.099434425,0.687554,0.030268546,0.022589742,0.161494,0.16945897,0.12032466,0.10327468,0.377453,0.07336946,0.055106185,0.412271,0.35345187,0.30515002,0.921279,0.38051193,0.30265771,0.24593396,1.3013903,0.21576954,0.15837307,1.3315165,0.93368948,0.71718803,3.1126552,1.0049548,-0.15231794,0.25132303,0.29387756,1.501206,-0.11399216,0.15837012,0.19512895,1.25122,-9.5976408,2.7993763,9.9975606,13.710812,9.6033538,13.714153,1.0961228,2.0881715,1082.1329,25.852877,414.15923,77.466973,614,35.502122,9854,15.42,13.29,12.5,14.330791,2.13,14.532009,31.500002,206.25242,491.085,3.9773982,56.450925,3.979696,31.450006,45.749994,45.950006,14.299988,28.390298,243
PB,0,V,6,2026-08-18 14:11:29,PB_0_V_6,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 14-11-29_PB_0_V_6,ok,3,3,255826,242185,1050.129,989.36108,250.12506,0.033800208,0.025628415,0.212754,0.037751788,0.029191416,0.258699,0.0080133633,0.0063477737,0.046103,0.051301711,0.025188588,0.020906305,0.11013,0.025723099,0.019972462,0.116236,0.12755486,0.10646097,0.349299,0.13253824,0.11400649,0.086663135,0.900684,0.12156783,0.092136589,0.788565,0.031482414,0.023714257,0.164186,0.16960943,0.079420878,0.064743912,0.370295,0.079600565,0.061202923,0.37928,0.34472453,0.29609567,0.941385,0.36260023,0.22657141,0.17781289,1.3296524,0.23535663,0.17631373,1.2456293,0.91825201,0.70400753,3.0274322,0.97463536,-0.15985077,0.20007559,0.25609082,1.193655,-0.099023572,0.13853836,0.17028959,0.869223,-9.6058813,2.7974471,10.004932,13.65718,9.6101552,13.664115,1.0930032,2.0958839,1081.0773,25.851676,413.20597,77.079233,612,34.083775,9891,15.52,13,12.5,14.369439,2.52,14.456195,31.881002,205.78106,504.67626,3.9715882,56.534963,3.979869,37.35,46.749994,47.35,9.399994,31.370741,229
PB,0,V,7,2026-08-18 15:21:22,PB_0_V_7,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 15-21-22_PB_0_V_7,ok,3,3,255318,244563,1043.9016,994.98379,250.12506,0.035697034,0.026872624,0.217639,0.061577874,0.050137311,0.27119,0.0083550723,0.0065704449,0.052462,0.071665333,0.053392446,0.046957084,0.152114,0.028813438,0.022058293,0.130101,0.12985897,0.10846171,0.368091,0.1433329,0.11516533,0.087041133,0.610713,0.17201111,0.12934998,0.906711,0.032628492,0.024605835,0.179515,0.20956023,0.16291123,0.14216695,0.5355,0.088538041,0.067640789,0.393393,0.35049951,0.30150651,0.954619,0.39652108,0.40050925,0.33137256,1.3989755,0.25016868,0.18678951,1.2757016,0.92762101,0.71202465,3.1062482,1.0409,-0.18143065,0.19728817,0.26802929,1.06372,-0.11402694,0.13359899,0.17564405,0.854014,-9.6065663,2.7991914,10.006078,14.112385,9.6112406,14.12829,1.1035507,2.1060987,1098.534,25.848932,413.82439,78.094238,642,47.170713,9950,15.53,12.95,12.44,14.373174,2.58,14.387916,32.397003,204.83062,500.85767,3.9765365,56.61141,3.980994,37.050012,47.050012,47.550012,10,30.170754,254
PB,0,V,8,2026-08-18 16:19:07,PB_0_V_8,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 16-19-07_PB_0_V_8,ok,3,3,254449,243129,1049.9829,998.54665,250.12506,0.033582288,0.025634278,0.206211,0.032051155,0.025429422,0.180004,0.0079835733,0.0064044954,0.035442,0.047103971,0.021385699,0.017212016,0.091378,0.028508381,0.022217904,0.130536,0.12630175,0.10505139,0.360326,0.13123341,0.11112386,0.084506862,0.684343,0.10710154,0.082995083,0.586014,0.032423125,0.024349678,0.181634,0.15770387,0.068011107,0.053700623,0.330746,0.087520771,0.067699987,0.461679,0.3417081,0.2927346,0.999195,0.35923505,0.20312721,0.15674701,1.2196787,0.24629711,0.18532321,1.3557502,0.9132663,0.69957117,3.1884159,0.9674597,-0.14518412,0.19695223,0.24468062,1.253469,-0.1032154,0.12815489,0.16455119,0.84696,-9.6145618,2.7986337,10.013598,13.770267,9.6185287,13.771966,1.0934327,2.0861083,1089.9478,25.850385,412.48844,77.078992,609,32.528616,9987,15.589999,12.54,12.48,14.400543,3.049999,14.335897,32.726002,204.49422,510.19834,3.9767894,56.72742,3.983864,42.450006,45.85,47.35,3.399994,31.505958,220
PB,0,V,9,2026-08-18 18:39:16,PB_0_V_9,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 18-39-16_PB_0_V_9,ok,3,3,248195,240447,1019.0129,982.07537,250.12506,0.033171517,0.025415174,0.222656,0.047094944,0.038426124,0.258802,0.0083956651,0.0066915553,0.052029,0.058213148,0.039937375,0.034685804,0.109817,0.027945467,0.022006089,0.127745,0.13336376,0.11217087,0.363992,0.14199238,0.10888613,0.082458066,0.826335,0.13756082,0.10479008,0.725388,0.033280511,0.025200401,0.202684,0.17856864,0.12255493,0.10536049,0.379345,0.086238608,0.067388952,0.412883,0.3595375,0.31115903,0.952952,0.38951768,0.3122961,0.2553025,1.1385987,0.24380584,0.18478075,1.3823634,0.9535056,0.73767834,3.1148146,1.032542,-0.15803181,0.20949104,0.26241293,1.247294,-0.10807624,0.1289608,0.16825981,0.880436,-9.6124069,2.7892171,10.008901,13.711499,9.6168388,13.716779,1.0974349,2.097587,1078.6232,25.841606,415.60462,78.00169,624,40.915112,9821,15.17,12.679999,12.41,14.296539,2.490001,14.587585,31.694002,206.55128,492.20785,3.9791874,56.343096,3.981726,32.150018,45.249994,47.35,13.099976,27.683535,225
PB,0,V,10,2026-08-18 19:34:00,PB_0_V_10,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_0/2026-08-18 19-34-00_PB_0_V_10,ok,3,3,258482,248538,1051.6244,1005.9989,250.12506,0.035301497,0.027506098,0.189131,0.028409717,0.022577357,0.187495,0.0084660559,0.0067254776,0.037793,0.046097525,0.018490477,0.014527979,0.071087,0.030271427,0.024085852,0.121173,0.12450431,0.10327857,0.347642,0.1294588,0.11371092,0.086097432,0.793377,0.097544074,0.076062248,0.507825,0.033901089,0.02531427,0.184466,0.15360437,0.059127866,0.045734808,0.249301,0.093355991,0.073939369,0.452997,0.33761935,0.28870057,0.96234,0.35524396,0.18175327,0.13734192,1.1412429,0.25729406,0.1963943,1.4542466,0.89558426,0.68469519,3.4155888,0.94937119,-0.13841781,0.18301477,0.22946437,1.320218,-0.08990691,0.12272406,0.15213299,0.767327,-9.6106649,2.8011446,10.010559,14.060166,9.6141552,14.074654,1.0892329,2.0971868,1096.9337,25.852288,411.58916,77.155578,632,35.973948,10061,15.58,13.04,12.41,14.399163,2.54,14.224914,32.763,202.92341,525.84612,3.9752713,56.70886,3.979415,43.550012,50.749994,50.85,7.199982,32.659378,231
