pack,rpt,motion,flight,timestamp,flight_id,source_dir,status,active_mode,settle_seconds,raw_sample_count,analysis_sample_count,total_log_duration_s,active_duration_s,sample_rate_Hz,attitude_rmse_x_rad,attitude_mae_x_rad,attitude_max_abs_x_rad,attitude_rmse_y_rad,attitude_mae_y_rad,attitude_max_abs_y_rad,attitude_rmse_z_rad,attitude_mae_z_rad,attitude_max_abs_z_rad,attitude_rmse_norm,position_rmse_x_m,position_mae_x_m,position_max_abs_x_m,position_rmse_y_m,position_mae_y_m,position_max_abs_y_m,position_rmse_z_m,position_mae_z_m,position_max_abs_z_m,position_rmse_norm,omega_rmse_x_rad_s,omega_mae_x_rad_s,omega_max_abs_x_rad_s,omega_rmse_y_rad_s,omega_mae_y_rad_s,omega_max_abs_y_rad_s,omega_rmse_z_rad_s,omega_mae_z_rad_s,omega_max_abs_z_rad_s,omega_rmse_norm,velocity_rmse_x_m_s,velocity_mae_x_m_s,velocity_max_abs_x_m_s,velocity_rmse_y_m_s,velocity_mae_y_m_s,velocity_max_abs_y_m_s,velocity_rmse_z_m_s,velocity_mae_z_m_s,velocity_max_abs_z_m_s,velocity_rmse_norm,acceleration_rmse_x_m_s2,acceleration_mae_x_m_s2,acceleration_max_abs_x_m_s2,acceleration_rmse_y_m_s2,acceleration_mae_y_m_s2,acceleration_max_abs_y_m_s2,acceleration_rmse_z_m_s2,acceleration_mae_z_m_s2,acceleration_max_abs_z_m_s2,acceleration_rmse_norm,imu_acc_mean_x_m_s2,imu_acc_std_x_m_s2,imu_acc_rms_x_m_s2,imu_acc_max_abs_x_m_s2,imu_acc_mean_y_m_s2,imu_acc_std_y_m_s2,imu_acc_rms_y_m_s2,imu_acc_max_abs_y_m_s2,imu_acc_mean_z_m_s2,imu_acc_std_z_m_s2,imu_acc_rms_z_m_s2,imu_acc_max_abs_z_m_s2,imu_acc_magnitude_mean_m_s2,imu_acc_magnitude_max_m_s2,mean_speed_m_s,max_speed_m_s,distance_m,mean_cpu_usage_pct,mean_pwm,std_pwm,max_pwm,motor_imbalance_pwm,battery_sample_count,start_voltage_V,end_voltage_V,min_voltage_V,mean_voltage_V,voltage_drop_V,mean_current_A,max_current_A,mean_power_W,max_power_W,discharged_capacity_Ah,energy_Wh,consumed_Ah_sensor_delta,start_battery_temp_C,end_battery_temp_C,max_battery_temp_C,battery_temp_rise_C,mean_cell_imbalance_mV,max_cell_imbalance_mV
PB,3,V,1,2026-09-01 15:27:52,PB_3_V_1,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-01 15-27-52_PB_3_V_1,ok,3,3,288470,276450,1180.1503,1125.8938,250.12506,0.039997586,0.03063278,0.235715,0.069265048,0.058345083,0.357413,0.0086136951,0.0068252426,0.053805,0.080446563,0.066573971,0.058736737,0.156403,0.037268894,0.028837997,0.186267,0.16551905,0.13744972,0.485623,0.18225702,0.13195018,0.10108435,0.813557,0.18341685,0.14242371,0.917834,0.035050521,0.02657694,0.172787,0.22865067,0.20260177,0.17881166,0.555938,0.11235162,0.086998308,0.564585,0.43136012,0.3708305,1.257149,0.48963447,0.48896064,0.40772554,1.6215822,0.31099551,0.23373289,1.8194969,1.1295973,0.87572382,3.778137,1.2695632,-0.24496091,0.24542497,0.34675534,1.505399,-0.18012997,0.18700609,0.25964992,1.179456,-9.613468,2.7800975,10.007383,14.378255,9.6221835,14.381745,1.1114504,2.0599787,1253.2355,25.843021,429.32456,82.160282,678,42.74781,11260,15.089999,11.53,11.429999,13.941504,3.559999,12.72132,25.795002,175.35098,391.31018,3.9784313,54.83921,3.983286,30.950006,46.85,48.550012,15.899994,37.760036,256
PB,3,V,2,2026-09-01 16:45:13,PB_3_V_2,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-01 16-45-13_PB_3_V_2,ok,3,3,289026,279311,1184.5978,1139.8155,250.12506,0.046991712,0.035103495,0.338774,0.049509936,0.038084115,0.41307,0.0088640539,0.0069705164,0.104685,0.068833322,0.028919347,0.024298506,0.107646,0.038317493,0.030680743,0.155657,0.15900574,0.13000582,0.480497,0.1660945,0.1493828,0.1127604,1.103822,0.15676333,0.11879544,1.369383,0.034749386,0.026477925,0.216958,0.21931138,0.092401535,0.077005864,0.39148,0.11766414,0.093535876,0.560216,0.41440331,0.35141317,1.190833,0.44058256,0.27728366,0.22346917,1.4195426,0.32847333,0.25513931,1.6535593,1.0892588,0.83790271,3.7878121,1.1710105,-0.21081705,0.24094139,0.32015088,1.5866,-0.14817689,0.18389024,0.23616098,1.244759,-9.6260145,2.7841637,10.020565,14.115191,9.6334387,14.140255,1.0940668,2.088925,1247.1537,25.840459,426.10281,81.363081,667,32.801182,11403,15.429999,11.639999,11.44,14.073667,3.79,12.577416,26.154001,174.97082,404.09849,3.9834679,55.416493,3.983049,45.35,66.050012,68.650018,20.700012,39.090766,259
PB,3,V,3,2026-09-01 19:05:17,PB_3_V_3,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-01 19-05-17_PB_3_V_3,ok,3,3,287325,278465,1175.2233,1133.8942,250.12506,0.036171953,0.027941918,0.207645,0.044863025,0.036576006,0.206516,0.0085820589,0.0068866887,0.039589,0.058264508,0.036609892,0.031601931,0.118844,0.033573258,0.026526785,0.137902,0.16340689,0.13549172,0.506582,0.1707901,0.11941997,0.091621442,0.622653,0.13633805,0.10649734,0.664138,0.034897067,0.026715935,0.177305,0.18457247,0.1134846,0.097676447,0.44447,0.10226715,0.080207121,0.526394,0.42588144,0.3654743,1.25371,0.45245147,0.30135064,0.24286401,1.4151978,0.28248508,0.21558714,1.6414571,1.1162828,0.86634717,3.8720337,1.190251,-0.21928103,0.24581264,0.32940556,1.486801,-0.15552983,0.18717933,0.24336316,1.233469,-9.616778,2.7761923,10.009479,14.058744,9.6246146,14.089937,1.0945361,2.051401,1242.7453,25.84209,428.00357,81.65345,685,37.491724,11341,15.07,11.8,11.37,13.959737,3.27,12.629838,26.146002,174.33294,401.06658,3.9782669,54.913313,3.985361,29.650018,54.749994,56.249994,25.099976,37.559474,256
PB,3,V,4,2026-09-01 20:24:11,PB_3_V_4,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-01 20-24-11_PB_3_V_4,ok,3,3,287173,279440,1177.0653,1140.0356,250.12506,0.044655569,0.03185862,3.109435,0.059505126,0.046049225,0.401228,0.016166686,0.0065706488,2.978617,0.076133709,0.040659351,0.035542307,0.12374,0.033549621,0.026606342,0.156405,0.15612353,0.1279789,0.478984,0.16478263,0.13482578,0.10216932,1.089451,0.17880744,0.13292072,1.236495,0.031665707,0.02444278,0.151575,0.22616987,0.12697841,0.10940099,0.441579,0.10267541,0.08119221,0.500039,0.40872838,0.34738161,1.206927,0.44014162,0.34459938,0.28096358,1.6360168,0.28870032,0.22353832,1.776649,1.0728866,0.82455449,3.6920629,1.1632636,-0.22050745,0.24387381,0.32878256,1.502651,-0.16208337,0.18424517,0.24539214,1.213345,-9.6174015,2.7931872,10.014804,14.048217,9.6252853,14.074756,1.0958838,2.1002735,1251.1285,25.842636,424.20042,81.369762,661,38.407612,11399,15.5,11.59,11.49,14.09065,3.91,12.573763,27.081001,175.17288,421.38035,3.9808666,55.460355,3.983795,41.650018,58.650018,60.749994,17,32.209843,230
PB,3,V,5,2026-09-02 11:02:24,PB_3_V_5,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-02 11-02-24_PB_3_V_5,ok,3,3,287308,274658,1182.2874,1125.2802,250.12506,0.046399367,0.03474661,2.737638,0.086035397,0.070950154,1.109124,0.010643118,0.0075877081,1.344438,0.098327346,0.082214469,0.072897403,0.199109,0.040631684,0.031738421,0.195518,0.16520353,0.1369105,0.490702,0.18895068,0.14947513,0.11486335,1.4598,0.22468826,0.16954439,2.246257,0.038894445,0.029017858,1.301996,0.27265438,0.24976518,0.22096566,0.667004,0.1229435,0.095740282,0.604211,0.42963991,0.36898946,1.257554,0.51194551,0.59997449,0.50534487,2.6231316,0.34304591,0.25825581,2.1454974,1.1314997,0.87825869,6.3645614,1.3258738,-0.26297403,0.24964594,0.36259955,1.63297,-0.17933422,0.18946518,0.26087893,1.470347,-9.6325456,2.7746078,10.02419,14.186625,9.6418498,14.202073,1.116797,2.2877871,1258.2596,25.841037,429.3871,82.597965,688,48.625458,11252,14.92,11.759999,11.29,13.938145,3.160001,12.713309,32.767002,175.17646,433.83511,3.9732086,54.747123,3.982092,30.749994,50.749994,51.650018,20,34.860469,528
PB,3,V,6,2026-09-02 12:14:30,PB_3_V_6,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-02 12-14-30_PB_3_V_6,ok,3,3,287155,277794,1182.9207,1139.0816,250.12506,0.040163861,0.030460503,0.20601,0.067804453,0.056021924,0.261174,0.0092310471,0.0073876849,0.05464,0.079346025,0.06713051,0.058691718,0.178667,0.040258852,0.031209589,0.18262,0.1593025,0.12992425,0.486177,0.17749526,0.13167917,0.098878708,0.824159,0.18006327,0.13595954,0.862957,0.036509881,0.027847529,0.196203,0.22604237,0.2040666,0.17757162,0.570732,0.12165709,0.093878602,0.6092,0.41500543,0.35169923,1.229044,0.47819779,0.49272044,0.41110478,1.7567071,0.32905855,0.2452768,1.8131323,1.0900104,0.83664941,3.7407668,1.2406352,-0.23619756,0.23946642,0.33635317,1.463791,-0.18212802,0.18484212,0.25949417,1.247417,-9.6116586,2.7870002,10.007565,14.093606,9.6201159,14.099345,1.1075114,2.0772357,1263.4372,25.851886,425.23059,82.344177,685,46.614149,11389,15.42,12.03,11.36,14.058851,3.39,12.579043,26.273001,174.79072,403.38217,3.9790085,55.290081,3.983399,43.35,54.249994,54.550012,10.899994,33.784266,224
PB,3,V,7,2026-09-02 13:31:57,PB_3_V_7,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-02 13-31-57_PB_3_V_7,ok,3,3,287194,277362,1178.7968,1133.4058,250.12506,0.040566799,0.030626279,0.231278,0.061618081,0.050168061,0.287015,0.0090928361,0.007131914,0.057682,0.074331237,0.056684265,0.049533873,0.160153,0.037227872,0.028964922,0.171694,0.16097544,0.13154514,0.498479,0.17467717,0.13380883,0.10097742,0.928404,0.17041724,0.12894383,0.910515,0.035831515,0.026892624,0.196413,0.21961498,0.17306501,0.15030749,0.536711,0.11308291,0.0875057,0.566026,0.41918756,0.35583894,1.241359,0.46739432,0.42632435,0.35264945,1.8813592,0.31236662,0.23389337,1.7761299,1.099644,0.84485725,3.8799599,1.2200583,-0.2360552,0.24088043,0.33726168,1.592194,-0.15830038,0.18543526,0.24381395,1.169943,-9.6173985,2.7830188,10.01197,14.363086,9.6255065,14.381616,1.1015843,2.0746608,1250.7107,25.852448,426.55451,82.033387,688,41.026294,11335,15.24,11.59,11.32,14.040642,3.65,12.620981,27.35,175.15993,428.18135,3.9733846,55.144816,3.978614,41.550012,55.550012,56.450006,14,31.223732,257
PB,3,V,8,2026-09-02 14:54:46,PB_3_V_8,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-02 14-54-46_PB_3_V_8,ok,3,3,288725,279189,1186.8987,1141.988,250.12506,0.039618333,0.030164599,0.247617,0.060713678,0.050515652,0.19472,0.0089330831,0.0072164419,0.037139,0.073044938,0.059892321,0.052704397,0.156003,0.040539392,0.0310835,0.202582,0.16049363,0.13175609,0.514487,0.17603618,0.12807705,0.095204357,0.839849,0.16211693,0.12370593,0.773528,0.035742647,0.027051089,0.164655,0.20967395,0.18231506,0.15984497,0.521153,0.12238131,0.093622972,0.634286,0.41870954,0.35682324,1.271429,0.47279345,0.44158315,0.36685793,1.5285013,0.32428817,0.24158629,2.0444666,1.0982793,0.84396342,3.8750232,1.2273451,-0.23528235,0.23430747,0.33205086,1.45099,-0.14966034,0.18239535,0.23593703,1.177293,-9.6252858,2.7861649,10.020421,13.974772,9.6330504,13.987896,1.1060056,2.0702239,1265.0886,25.844996,426.4956,82.152783,688,44.297394,11418,15.19,11.86,11.29,14.040652,3.33,12.582174,26.311001,174.61213,417.29248,3.9903199,55.376859,3.984391,37.550012,58.35,59.150018,20.799988,30.663514,240
PB,3,V,9,2026-09-02 16:24:19,PB_3_V_9,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-02 16-24-19_PB_3_V_9,ok,3,3,287018,276709,1184.8698,1137.3704,250.12506,0.040883213,0.031573946,0.223161,0.063709662,0.052887629,0.288236,0.0088237428,0.0070211449,0.056667,0.076211657,0.061563579,0.053879741,0.175786,0.042413815,0.033091052,0.227423,0.15871174,0.13009369,0.491021,0.1754378,0.12830248,0.096591096,0.899554,0.17118254,0.1303884,0.818022,0.03460327,0.025942691,0.197901,0.21670804,0.1875158,0.16357742,0.595273,0.12802717,0.099423687,0.680511,0.41479057,0.35314543,1.278743,0.47286821,0.45585638,0.37787341,1.7511109,0.33759072,0.25690391,1.7883198,1.0903831,0.83836169,3.9196796,1.2291086,-0.24497827,0.22951818,0.33569771,1.325632,-0.15855653,0.1819811,0.24136548,1.169995,-9.6161473,2.7874255,10.011994,14.126095,9.6241746,14.127748,1.1064147,2.0769713,1261.6548,25.851542,425.76832,81.838244,688,43.349425,11374,15.33,11.4,11.33,14.058963,3.93,12.608786,27.029001,175.24636,418.40894,3.9831591,55.361495,3.982985,37.749994,51.450006,53.249994,13.700012,26.387638,207
PB,3,V,10,2026-09-02 19:31:29,PB_3_V_10,/Users/dh/Documents/DBD_26/Dataset/PB/방전로그/PB_3/2026-09-02 19-31-29_PB_3_V_10,ok,3,3,286873,276269,1176.0881,1127.3428,250.12506,0.03563206,0.027490059,0.219706,0.06491876,0.054209191,0.286633,0.00826878,0.0067158643,0.041497,0.074514843,0.061813209,0.054728302,0.150355,0.035489908,0.027953819,0.146426,0.16298653,0.13531353,0.48273,0.17789046,0.11470614,0.087309525,0.645896,0.17335626,0.13150616,0.852991,0.033781397,0.025833243,0.169844,0.21059695,0.18818226,0.16665004,0.530791,0.10665377,0.083909723,0.505784,0.42465127,0.36490601,1.241704,0.47656719,0.45517136,0.37808916,1.5623268,0.2844437,0.21720862,1.5857763,1.113613,0.86521679,3.8544598,1.2362132,-0.22814595,0.23499658,0.32752705,1.462099,-0.16617626,0.17663406,0.24251627,1.224064,-9.6189802,2.7820104,10.013209,14.413724,9.6267735,14.418153,1.1055731,2.0458274,1247.4346,25.850122,428.29417,81.805219,683,45.651398,11272,15.04,12.34,11.309999,13.969341,2.7,12.698149,25.085001,175.40867,382.79709,3.9755956,54.917616,3.981439,28.650018,51.950006,52.150018,23.299988,32.68373,256
