pack,rpt,motion,flight,timestamp,flight_id,source_dir,status,active_mode,settle_seconds,raw_sample_count,analysis_sample_count,total_log_duration_s,active_duration_s,sample_rate_Hz,attitude_rmse_x_rad,attitude_mae_x_rad,attitude_max_abs_x_rad,attitude_rmse_y_rad,attitude_mae_y_rad,attitude_max_abs_y_rad,attitude_rmse_z_rad,attitude_mae_z_rad,attitude_max_abs_z_rad,attitude_rmse_norm,position_rmse_x_m,position_mae_x_m,position_max_abs_x_m,position_rmse_y_m,position_mae_y_m,position_max_abs_y_m,position_rmse_z_m,position_mae_z_m,position_max_abs_z_m,position_rmse_norm,omega_rmse_x_rad_s,omega_mae_x_rad_s,omega_max_abs_x_rad_s,omega_rmse_y_rad_s,omega_mae_y_rad_s,omega_max_abs_y_rad_s,omega_rmse_z_rad_s,omega_mae_z_rad_s,omega_max_abs_z_rad_s,omega_rmse_norm,velocity_rmse_x_m_s,velocity_mae_x_m_s,velocity_max_abs_x_m_s,velocity_rmse_y_m_s,velocity_mae_y_m_s,velocity_max_abs_y_m_s,velocity_rmse_z_m_s,velocity_mae_z_m_s,velocity_max_abs_z_m_s,velocity_rmse_norm,acceleration_rmse_x_m_s2,acceleration_mae_x_m_s2,acceleration_max_abs_x_m_s2,acceleration_rmse_y_m_s2,acceleration_mae_y_m_s2,acceleration_max_abs_y_m_s2,acceleration_rmse_z_m_s2,acceleration_mae_z_m_s2,acceleration_max_abs_z_m_s2,acceleration_rmse_norm,imu_acc_mean_x_m_s2,imu_acc_std_x_m_s2,imu_acc_rms_x_m_s2,imu_acc_max_abs_x_m_s2,imu_acc_mean_y_m_s2,imu_acc_std_y_m_s2,imu_acc_rms_y_m_s2,imu_acc_max_abs_y_m_s2,imu_acc_mean_z_m_s2,imu_acc_std_z_m_s2,imu_acc_rms_z_m_s2,imu_acc_max_abs_z_m_s2,imu_acc_magnitude_mean_m_s2,imu_acc_magnitude_max_m_s2,mean_speed_m_s,max_speed_m_s,distance_m,mean_cpu_usage_pct,mean_pwm,std_pwm,max_pwm,motor_imbalance_pwm,battery_sample_count,start_voltage_V,end_voltage_V,min_voltage_V,mean_voltage_V,voltage_drop_V,mean_current_A,max_current_A,mean_power_W,max_power_W,discharged_capacity_Ah,energy_Wh,consumed_Ah_sensor_delta,start_battery_temp_C,end_battery_temp_C,max_battery_temp_C,battery_temp_rise_C,mean_cell_imbalance_mV,max_cell_imbalance_mV
PC,1,H,1,2026-08-21 10:51:07,PC_1_H_1,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-21 10-51-07_PC_1_H_1,ok,2,3,247998,238281,1018.063,973.19296,250.12506,0.18913028,0.16422419,0.565914,0.037067487,0.02886094,0.189366,0.018043959,0.014288729,0.096778,0.1935713,0.023992433,0.019732031,0.085065,0.46542936,0.41345688,1.089829,0.0088445392,0.0069249389,0.066814,0.46613126,0.4179338,0.37248701,1.512032,0.16461625,0.12184071,1.131335,0.026081172,0.020989943,0.11931,0.44994155,0.075099999,0.060811287,0.338561,1.1536207,1.0603643,2.529792,0.037004772,0.029180739,0.17522,1.1566547,0.26836708,0.20817679,1.4631427,1.8217022,1.2497686,6.1680598,0.17367809,0.13827321,0.7836643,1.8495362,-0.21697691,0.18544305,0.28542618,1.221616,-0.083294984,0.60521756,0.61092254,2.009054,-10.107328,0.3887322,10.1148,11.479174,10.130169,11.494466,2.0589927,3.7784947,2003.498,25.774,434.29461,36.28369,541,65.343175,9729,15.559999,12.75,12.719999,14.196049,2.809999,14.728211,19.395,208.55381,264.20521,3.9798704,56.355678,3.98351,30.35,59.550012,60.050012,29.200012,28.282043,91
PC,1,H,2,2026-08-21 12:22:48,PC_1_H_2,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-21 12-22-48_PC_1_H_2,ok,2,3,282767,272806,1157.1209,1111.301,250.12506,0.19140074,0.16686799,0.568403,0.03702377,0.028774257,0.180197,0.016672012,0.013203461,0.074898,0.19566031,0.021002113,0.016605083,0.085825,0.50926356,0.44410948,1.356552,0.0096432548,0.0073171711,0.054835,0.50978766,0.4241689,0.37841753,1.428457,0.1618488,0.12139113,1.051727,0.025660102,0.020205919,0.124654,0.45472269,0.072901572,0.057881875,0.300071,1.2583546,1.1340314,3.339196,0.038350884,0.029945039,0.159755,1.2610479,0.27976057,0.22075527,1.2600954,1.9466651,1.3535659,6.3430577,0.17400335,0.13993843,0.75525761,1.9743475,-0.2068142,0.20590163,0.29183488,1.280205,-0.053864438,0.60417919,0.60657553,2.074027,-10.104108,0.36469911,10.110687,11.587528,10.12686,11.593893,2.0677117,3.8098526,2296.0793,25.783513,440.30563,41.097613,581,67.60201,11112,15.61,12.009999,11.94,14.008779,3.600001,12.909967,17.032001,180.10662,225.56994,3.9845246,55.588149,3.986151,34.85,66.450006,66.950006,31.600006,39.795536,101
PC,1,H,3,2026-08-21 14:06:08,PC_1_H_3,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-21 14-06-08_PC_1_H_3,ok,2,3,276998,268338,1152.3843,1111.6696,250.12506,0.19182085,0.16709273,0.567006,0.03790027,0.029401868,0.166181,0.016799429,0.013317974,0.072657,0.19624956,0.0220085,0.017710745,0.081022,0.50790366,0.44217031,1.3712,0.0091830583,0.0074696133,0.059769,0.5084632,0.42125707,0.37410179,1.450329,0.16174198,0.12132338,1.089629,0.025092336,0.019735215,0.115481,0.45193762,0.077638614,0.062237739,0.315449,1.2519408,1.1259861,3.336366,0.036765828,0.029655362,0.172155,1.2548845,0.29331451,0.23304975,1.4996725,1.9654035,1.369012,6.5044654,0.16983885,0.13441262,0.75665284,1.9944146,-0.20316001,0.22032978,0.29969852,1.237141,-0.081644308,0.60255844,0.60806452,1.956223,-10.087999,0.35470329,10.094233,11.695411,10.111076,11.73779,2.0755987,3.7957755,2295.2311,25.78269,439.48581,41.607221,582,67.711655,11115,15.679999,12.04,11.87,14.025776,3.639999,12.897275,17.152,180.1222,230.65222,3.9817124,55.608349,3.985273,39.650018,66.35,66.450006,26.699982,38.351147,101
PC,1,H,4,2026-08-21 15:37:20,PC_1_H_4,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-21 15-37-20_PC_1_H_4,ok,2,3,280103,271144,1169.4403,1110.4556,250.12506,0.19069254,0.16604317,0.746471,0.036834028,0.028369974,0.190481,0.016619812,0.013131526,0.075684,0.19492719,0.023412567,0.018838102,0.085209,0.50398195,0.4391521,1.34048,0.0091087842,0.0073664371,0.059733,0.50460769,0.41872286,0.37252327,2.44961,0.16073569,0.11880776,1.006614,0.025542094,0.020263692,0.13084,0.44924068,0.077803309,0.062332146,0.34865,1.244788,1.1206846,3.226772,0.03702663,0.029721143,0.147708,1.2477666,0.27964483,0.21986789,1.3020124,1.9388072,1.3441831,6.5771145,0.17071863,0.13541363,0.82526725,1.9662959,-0.21371676,0.21228621,0.30123129,1.228761,-0.080222647,0.60270421,0.60801977,2.936496,-10.096095,0.35838804,10.102454,11.852786,10.11921,11.862867,2.0715401,3.8254551,2294.3246,25.784489,439.32644,41.194508,581,66.510323,11099,15.66,12.02,11.92,14.039567,3.64,12.913844,17.137001,180.53685,235.18074,3.9810546,55.655713,3.985367,37.050012,62.749994,63.249994,25.699982,33.310028,95
PC,1,H,5,2026-08-21 17:41:04,PC_1_H_5,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-21 17-41-04_PC_1_H_5,ok,2,3,284290,270341,1167.6237,1105.8957,250.12506,0.19195188,0.16742868,0.565629,0.033971129,0.026383961,0.16877,0.01581602,0.01273477,0.082901,0.19557533,0.020049003,0.015740113,0.090543,0.51475918,0.44813772,1.411317,0.0087138874,0.0069285799,0.06161,0.51522316,0.42545161,0.37809475,1.541555,0.15485048,0.11669167,0.918698,0.025009263,0.020047681,0.104627,0.45344593,0.068151768,0.053929187,0.308874,1.2697971,1.1426476,3.437304,0.036232285,0.028769458,0.155992,1.2721408,0.25619402,0.20078591,1.4084412,1.9797511,1.382489,6.9126567,0.16932951,0.13471846,0.77567536,2.0034276,-0.22443085,0.19885162,0.29985192,1.179843,-0.070380416,0.61277998,0.61680849,2.071668,-10.111876,0.36147032,10.118335,11.527561,10.13545,11.563006,2.0804799,3.8745479,2286.9452,25.77927,441.32616,41.237078,588,67.388901,11054,15.54,11.889999,11.82,13.956077,3.650001,12.960665,16.935001,180.13511,225.68834,3.9796267,55.311281,3.983963,29.950006,61.950006,62.35,32,35.706893,86
PC,1,H,6,2026-08-21 18:57:46,PC_1_H_6,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-21 18-57-46_PC_1_H_6,ok,2,3,273663,266666,1133.7157,1099.7932,250.12506,0.19165182,0.16733282,0.571491,0.043788017,0.034778689,0.195474,0.021581978,0.017617056,0.086323,0.19777157,0.031946104,0.025791976,0.111553,0.51907136,0.45148053,1.364825,0.0097960056,0.008003869,0.059075,0.52014574,0.41708158,0.37227859,1.396147,0.18269399,0.13843716,1.11155,0.024907202,0.019564657,0.153484,0.45602029,0.0962924,0.078769665,0.380948,1.2807865,1.1513287,3.320225,0.037949636,0.030876004,0.138962,1.2849617,0.31386681,0.24395481,1.5558571,1.9973072,1.3890853,6.9521499,0.17117403,0.13552989,0.74166257,2.0290512,-0.27040075,0.2074757,0.34082654,1.402619,-0.075996142,0.62167682,0.62630462,2.19881,-10.113487,0.399063,10.121357,11.512905,10.138999,11.530105,2.071753,3.82051,2274.3022,25.784505,441.42921,45.063707,597,79.331981,10992,15.61,11.889999,11.759999,13.996341,3.720001,13.033789,17.002001,181.61783,232.432,3.9792944,55.449133,3.984595,36.950006,54.85,55.550012,17.899994,32.398926,92
PC,1,H,7,2026-08-23 20:02:33,PC_1_H_7,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-23 20-02-33_PC_1_H_7,ok,2,3,280394,269380,1149.571,1099.4668,250.12506,0.19055827,0.16685289,0.564751,0.03855251,0.029573073,0.207614,0.017436343,0.013790356,0.087116,0.19519932,0.019625255,0.015559752,0.069746,0.52519641,0.45627604,1.420289,0.0094783152,0.0076791791,0.063876,0.52564841,0.42323111,0.37743882,1.439824,0.17252321,0.12642763,1.187521,0.02667059,0.021279576,0.130969,0.45782109,0.072189881,0.056932412,0.311956,1.2947379,1.1620962,3.453309,0.037977027,0.030320156,0.157369,1.2973048,0.29232118,0.22701565,1.4348655,1.9946193,1.3993548,7.9956795,0.17462213,0.13863376,0.76183439,2.0234749,-0.2356362,0.19481932,0.30574333,1.234442,-0.070616595,0.61789416,0.62191631,2.208264,-10.097787,0.36915343,10.104533,11.553243,10.121892,11.571465,2.0750863,3.8074867,2272.2666,25.781713,443.6489,43.085205,595,72.236462,10992,15.44,11.759999,11.63,13.916978,3.680001,13.046106,17.765001,180.77795,237.38634,3.9837126,55.202071,3.985853,31.249994,57.650018,57.749994,26.400024,36.903384,92
PC,1,H,8,2026-08-23 21:12:00,PC_1_H_8,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-23 21-12-00_PC_1_H_8,ok,2,3,280193,270987,1149.479,1106.7471,250.12506,0.19060633,0.16594865,1.203232,0.039750973,0.030597637,0.193595,0.018151455,0.014460395,0.081589,0.1955515,0.020203193,0.016033598,0.086796,0.51144577,0.44297005,1.414383,0.0093525653,0.0074378025,0.058529,0.51193009,0.41979128,0.37320549,3.421848,0.17605353,0.12866577,1.240859,0.025989275,0.020920648,0.120798,0.45595505,0.073176562,0.057634066,0.380209,1.2610199,1.1291545,3.947306,0.037387774,0.029259504,0.161375,1.2636946,0.29895133,0.23142482,1.5313121,1.9607534,1.3672533,12.932458,0.16989229,0.133976,0.84874696,1.9906756,-0.24329222,0.19372818,0.31100115,1.39439,-0.059597277,0.61705823,0.61992959,2.074625,-10.091545,0.37115678,10.098368,11.462504,10.115699,11.494925,2.0716774,3.7787817,2281.2882,25.783204,440.21297,44.07719,598,73.553868,11068,15.73,11.79,11.73,14.024144,3.94,12.95497,17.384001,180.83143,230.59745,3.98258,55.590882,3.985138,42.150018,59.550012,60.35,17.399994,33.326256,81
PC,1,H,9,2026-08-24 12:35:56,PC_1_H_9,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-24 12-35-56_PC_1_H_9,ok,2,3,273242,265118,1135.4464,1097.0062,250.12506,0.19031514,0.16656621,0.631461,0.0392935,0.030226886,0.210089,0.017667247,0.014018104,0.081417,0.19513063,0.020363286,0.016039359,0.100899,0.53075267,0.46053614,1.440084,0.0091400778,0.0071280596,0.066871,0.5312218,0.42725263,0.37991502,1.847871,0.17484218,0.12910539,1.083279,0.02632842,0.021071962,0.12104,0.46239354,0.073687752,0.058504935,0.409858,1.3046609,1.1697182,3.449461,0.037708472,0.029498382,0.162388,1.3072841,0.30205322,0.23376294,1.7206716,2.0262792,1.4242602,6.9295768,0.17690673,0.13960231,0.90183328,2.0562927,-0.24279985,0.19833941,0.31351282,1.21999,-0.069721201,0.61303928,0.61699125,2.482607,-10.092656,0.36485075,10.099248,11.473731,10.116708,11.508844,2.0817948,3.7660186,2268.8782,25.786844,444.30585,43.214497,593,72.330144,10971,15.509999,11.719999,11.66,13.922455,3.79,13.069144,17.428001,181.17245,241.34345,3.9828518,55.212456,3.985141,31.950006,61.35,62.050012,29.399994,42.237626,118
PC,1,H,10,2026-08-24 13:48:30,PC_1_H_10,/Users/dh/Documents/DBD_26/Dataset/PC/방전로그/PC_1/2026-08-24 13-48-30_PC_1_H_10,ok,2,3,280183,269571,1146.8412,1098.3487,250.12506,0.1921908,0.1679646,0.55101,0.041883442,0.032872713,0.202591,0.019967748,0.016282014,0.082704,0.19771251,0.028963755,0.022544785,0.115513,0.52850891,0.45803718,1.473624,0.0089903087,0.0073055462,0.060396,0.52937831,0.42304885,0.37704752,1.512605,0.17787742,0.13541987,1.114344,0.025089313,0.019682546,0.119616,0.45960873,0.091448912,0.073203576,0.377204,1.3026457,1.1660982,3.559171,0.037023046,0.029605194,0.157841,1.3063764,0.30909617,0.23985376,1.46535,2.0072457,1.4003583,7.1245035,0.17294295,0.13727615,0.79092431,2.0382554,-0.24459136,0.21810135,0.32770892,1.443668,-0.064245115,0.61120327,0.61457048,2.050497,-10.09439,0.37027876,10.101179,11.607328,10.118737,11.626271,2.0718018,3.811462,2273.5582,25.789186,442.6157,44.416284,597,75.124698,10985,15.67,11.759999,11.7,13.98988,3.910001,13.051137,17.481001,181.73735,234.79705,3.9820487,55.450277,3.984776,39.35,60.550012,60.950006,21.200012,37.564224,93
